,durations_s
418,0.073684
419,0.073668
420,0.073648
421,0.07407
422,0.073775
423,0.074305
424,0.07395
425,0.074447
426,0.074034
427,0.074074
428,0.073868
429,0.073758
430,0.073809
431,0.073831
432,0.073697
433,0.073507
434,0.074642
435,0.074141
436,0.073422
437,0.073862
438,0.073796
439,0.073955
440,0.074062
441,0.073932
442,0.073927
443,0.074769
444,0.074725
445,0.074495
446,0.074003
447,0.074192
448,0.07441
449,0.073623
450,0.073605
451,0.073786
452,0.074068
453,0.074078
454,0.073827
455,0.073751
456,0.073732
457,0.07383
458,0.073821
459,0.074039
460,0.074104
461,0.074298
462,0.073877
463,0.073916
464,0.073877
465,0.073225
466,0.073463
467,0.073707
468,0.073541
469,0.074009
470,0.074232
471,0.073927
472,0.073943
473,0.074691
474,0.074269
475,0.074749
476,0.07421
477,0.074391
478,0.074099
479,0.074734
480,0.074254
481,0.073542
482,0.073524
483,0.073779
484,0.073625
485,0.074106
486,0.074263
487,0.07439
488,0.07432
489,0.074466
490,0.073966
491,0.074341
492,0.073965
493,0.074031
494,0.074024
495,0.074339
496,0.074039
497,0.073967
498,0.073631
499,0.073417
