,durations_s
204,0.064365
205,0.059801
206,0.056574
207,0.063995
208,0.059374
209,0.064138
210,0.059617
211,0.057099
212,0.064411
213,0.059255
214,0.063794
215,0.059271
216,0.063928
217,0.059554
218,0.063911
219,0.059447
220,0.056909
221,0.064483
222,0.059298
223,0.056653
224,0.06429
225,0.05956
226,0.057342
227,0.064485
228,0.059264
229,0.056396
230,0.063842
231,0.059276
232,0.063952
233,0.059331
234,0.066038
235,0.059656
236,0.064003
237,0.059633
238,0.064002
239,0.05933
240,0.057086
241,0.071105
242,0.059851
243,0.05749
244,0.056627
245,0.056466
246,0.056318
247,0.056426
248,0.064102
249,0.059536
250,0.057117
251,0.064641
252,0.059727
253,0.064181
254,0.059628
255,0.06409
256,0.059495
257,0.064306
258,0.059922
259,0.064194
260,0.059465
261,0.056786
262,0.064057
263,0.059486
264,0.064085
265,0.059446
266,0.064178
267,0.059668
268,0.056812
269,0.064166
270,0.059395
271,0.05717
272,0.057446
273,0.064401
274,0.060838
275,0.057361
276,0.064251
277,0.059272
278,0.056979
279,0.064434
280,0.059389
281,0.056884
282,0.06437
283,0.060334
284,0.064078
285,0.059454
286,0.064337
287,0.059362
288,0.05638
289,0.056617
290,0.064195
291,0.059798
292,0.063861
293,0.059277
294,0.063919
295,0.059237
296,0.05683
297,0.064349
298,0.059422
299,0.056557
300,0.06404
301,0.059461
302,0.064035
303,0.05926
304,0.064038
305,0.059592
306,0.064102
307,0.059515
308,0.063958
309,0.059311
310,0.064016
311,0.059231
312,0.056782
313,0.064317
314,0.059368
315,0.063974
316,0.059623
317,0.06404
318,0.059288
319,0.063904
320,0.05927
321,0.064082
322,0.059766
323,0.063887
324,0.059213
325,0.056351
326,0.063751
327,0.059331
328,0.064051
329,0.059478
330,0.056703
331,0.064118
332,0.059235
333,0.056551
334,0.063906
335,0.059394
336,0.063712
337,0.05965
338,0.063937
339,0.05942
340,0.063873
341,0.059197
342,0.063896
343,0.059179
344,0.063832
345,0.059299
346,0.06367
347,0.059514
348,0.063809
349,0.059348
350,0.063805
351,0.059145
352,0.056474
353,0.063888
354,0.060243
355,0.06493
356,0.059108
357,0.056527
358,0.064162
359,0.059056
360,0.063708
361,0.059148
362,0.056533
363,0.063938
364,0.05924
365,0.063892
366,0.059044
367,0.056774
368,0.056966
369,0.056891
370,0.064166
371,0.059312
372,0.063799
373,0.059086
374,0.063676
375,0.059014
376,0.056733
377,0.064317
378,0.059284
379,0.056618
380,0.063863
381,0.059305
382,0.063777
383,0.058995
384,0.056942
385,0.057316
386,0.056692
387,0.064005
388,0.059266
389,0.056413
390,0.06425
391,0.05905
392,0.063808
393,0.059152
394,0.063859
395,0.059287
396,0.063891
397,0.059605
398,0.063928
399,0.059164
400,0.056789
401,0.064366
402,0.059561
403,0.057083
404,0.057096
405,0.06392
406,0.059305
407,0.06402
408,0.059488
409,0.05682
410,0.057473
411,0.064118
412,0.059478
413,0.056847
414,0.064427
415,0.059443
416,0.063901
417,0.059666
418,0.064043
419,0.059577
420,0.05674
421,0.057209
422,0.056351
423,0.064006
424,0.059634
425,0.063972
426,0.059473
427,0.064219
428,0.059474
429,0.05691
430,0.05682
431,0.056283
432,0.056172
433,0.064032
434,0.059367
435,0.060442
436,0.057248
437,0.056381
438,0.063811
439,0.059212
440,0.056652
441,0.064012
442,0.059351
443,0.064037
444,0.059243
445,0.05703
446,0.057385
447,0.063913
448,0.059268
449,0.064032
450,0.059498
451,0.064145
452,0.059472
453,0.063884
454,0.059295
455,0.063848
456,0.059375
457,0.063884
458,0.059369
459,0.063976
460,0.059712
461,0.064122
462,0.059334
463,0.063718
464,0.059244
465,0.064046
466,0.059487
467,0.063964
468,0.059248
469,0.063811
470,0.059164
471,0.063688
472,0.059356
473,0.056813
474,0.064446
475,0.059373
476,0.05667
477,0.064006
478,0.059195
479,0.056723
480,0.064225
481,0.059338
482,0.063872
483,0.059375
484,0.06382
485,0.059117
486,0.064021
487,0.059122
488,0.063743
489,0.059099
490,0.056424
491,0.063854
492,0.059316
493,0.063816
494,0.059161
495,0.063994
496,0.059086
497,0.063996
498,0.059919
499,0.063789
